"genus","species","authority","year","higherTaxonomy"
"Lerista","bunglebungle","STORR","1991","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","carpentariae","GREER","1983","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","chalybura","STORR","1985","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","chordae","AMEY KUTT & HUTCHINSON","2005","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","christinae","STORR","1979","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","cinerea","GREER MCDONALD & LAWRIE","1983","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","clara","SMITH & ADAMS","2007","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","colliveri","COUPER & INGRAM","1992","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","connivens","STORR","1971","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","desertorum","STERNFELD","1919","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","distinguenda","WERNER","1910","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","dorsalis","STORR","1985","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","edwardsae","STORR","1982","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","elegans","GRAY","1845","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","elongata","STORR","1990","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","emmotti","INGRAM COUPER & DONNELLAN","1993","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","eupoda","SMITH","1996","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","flammicauda","STORR","1985","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","fragilis","GUNTHER","1876","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","frosti","ZIETZ","1920","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","gascoynensis","STORR","1986","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","gerrardii","GRAY","1864","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","greeri","STORR","1982","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","griffini","STORR","1982","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","haroldi","STORR","1983","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","hobsoni","COUPER AMEY & WORTHINGTON-WILMER","2016","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","humphriesi","STORR","1971","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","ingrami","STORR","1991","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","ips","STORR","1980","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","jacksoni","SMITH & ADAMS","2007","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","kalumburu","STORR","1976","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","karlschmidti","MARX & HOSMER","1959","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","kendricki","STORR","1991","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","kennedyensis","KENDRICK","1989","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","kingi","SMITH & ADAMS","2007","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","labialis","STORR","1971","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","lineata","BELL","1833","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","lineopunctulata","DUMERIL & BIBRON","1839","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","macropisthopus","WERNER","1903","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","micra","SMITH & ADAMS","2007","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","microtis","GRAY","1845","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","miopus","GUNTHER","1867","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","muelleri","FISCHER","1881","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","neander","STORR","1971","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","nevinae","SMITH & ADAMS","2007","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","nichollsi","LOVERIDGE","1933","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","occulta","SMITH & ADAMS","2007","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","onsloviana","STORR","1984","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","orientalis","DE VIS","1889","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","parameles","AMEY COUPER & WORTHINGTON-WILMER","2019","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","petersoni","STORR","1976","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","picturata","FRY","1914","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","planiventralis","LUCAS & FROST","1902","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","praefrontalis","GREER","1986","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","praepedita","BOULENGER","1887","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","punctatovittata","GUNTHER","1867","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","puncticauda","STORR","1991","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","quadrivincula","SHEA","1991","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","robusta","STORR","1990","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","rochfordensis","AMEY & COUPER","2009","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","rolfei","SMITH & ADAMS","2007","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","separanda","STORR","1976","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","simillima","STORR","1984","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","speciosa","STORR","1990","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","stictopleura","STORR","1985","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","storri","GREER MCDONALD & LAWRIE","1983","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","stylis","MITCHELL","1955","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","taeniata","STORR","1986","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","terdigitata","PARKER","1926","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","timida","DE VIS","1888","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","tridactyla","STORR","1990","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","uniduo","STORR","1984","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","vanderduysi","COUPER AMEY & WORTHINGTON-WILMER","2016","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","varia","STORR","1986","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","verhmens","SMITH & ADAMS","2007","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","vermicularis","STORR","1982","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","viduata","STORR","1991","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","vittata","GREER MCDONALD & LAWRIE","1983","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","walkeri","BOULENGER","1891","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","wilkinsi","PARKER","1926","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","xanthura","STORR","1976","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","yuna","STORR","1991","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lerista","zonulata","STORR","1991","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Letheobia","acutirostrata","ANDERSSON","1916","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","akagerae","DEHLING HINKEL ENSIKAT BABILON & FISCHER","2018","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","angeli","GUIBE","1952","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","caeca","DUMERIL","1856","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","coecatus","JAN","1864","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","crossii","BOULENGER","1893","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","debilis","JOGER","1990","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","decorosus","BUCHHOLZ & PETERS","1875","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","episcopus","FRANZEN & WALLACH","2002","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","erythraea","SCORTECCI","1929","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","feae","BOULENGER","1906","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","gracilis","STERNFELD","1910","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","graueri","STERNFELD","1912","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","jubana","BROADLEY & WALLACH","2007","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","kibarae","DE WITTE","1953","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","largeni","BROADLEY & WALLACH","2007","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","leucosticta","BOULENGER","1898","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","lumbriciformis","PETERS","1874","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","manni","LOVERIDGE","1941","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","mbeerensis","MALONZA BAUER & NGWAVA","2016","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","newtoni","BOCAGE","1890","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","pallida","COPE","1869","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","pauwelsi","WALLACH","2005","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","pembana","BROADLEY & WALLACH","2007","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","praeocularis","STEJNEGER","1894","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","rufescens","CHABANAUD","1916","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","simoni","BOETTGER","1879","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","somalica","BOULENGER","1895","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","stejnegeri","LOVERIDGE","1931","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","sudanensis","SCHMIDT","1923","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","swahilica","BROADLEY & WALLACH","2007","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","toritensis","BROADLEY & WALLACH","2007","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","uluguruensis","BARBOUR & LOVERIDGE","1928","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","weidholzi","WALLACH & GEMEL","2018","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","wittei","ROUX-ESTEVE","1974","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Letheobia","zenkeri","STERNFELD","1908","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Levitonius","mirus","WEINELL PALUH SILER & BROWN","2020","Cyclocoridae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Lialis","burtonis","GRAY","1834","Pygopodidae, Gekkota"
"Lialis","jicari","BOULENGER","1903","Pygopodidae, Gekkota"
"Liasis","fuscus","PETERS","1873","Pythonidae, Henophidia, Pythonoidea, Alethinophidia, Serpentes"
"Liasis","mackloti","DUMERIL & BIBRON","1844","Pythonidae, Henophidia, Pythonoidea, Alethinophidia, Serpentes"
"Liasis","olivaceus","GRAY","1842","Pythonidae, Henophidia, Pythonoidea, Alethinophidia, Serpentes"
"Liburnascincus","artemis","HOSKIN & COUPER","2015","Scincidae, Eugongylinae (Eugongylini), Scincoidea"
"Liburnascincus","coensis","MITCHELL","1953","Scincidae, Eugongylinae (Eugongylini), Scincoidea"
"Liburnascincus","mundivensis","BROOM","1898","Scincidae, Eugongylinae (Eugongylini), Scincoidea"
"Liburnascincus","scirtetis","INGRAM & COVACEVICH","1980","Scincidae, Eugongylinae (Eugongylini), Scincoidea"
"Lichanura","orcutti","STEJNEGER","1889","Boidae (Charinaidae, Charininae), Henophidia, Alethinophidia, Serpentes"
"Lichanura","trivirgata","COPE","1861","Boidae (Charinaidae, Charininae), Henophidia, Alethinophidia, Serpentes"
"Limaformosa","capensis","SMITH","1847","Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Limaformosa","chanleri","STEJNEGER","1893","Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Limaformosa","crossi","BOULENGER","1895","Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Limaformosa","guirali","MOCQUARD","1887","Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Limaformosa","savorgnani","MOCQUARD","1887","Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Limaformosa","vernayi","BOGERT","1940","Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Limnophis","bangweolicus","MERTENS","1936","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Limnophis","bicolor","GUNTHER","1865","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Limnophis","branchi","CONRADIE DEEPAK KEATES & GOWER","2020","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liodytes","alleni","GARMAN","1874","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liodytes","rigida","SAY","1825","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Lioheterophis","iheringi","AMARAL","1935","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liolaemus","abaucan","ETHERIDGE","1993","Liolaemidae, Iguania"
"Liolaemus","abdalai","QUINTEROS","2012","Liolaemidae, Iguania"
"Liolaemus","absconditus","VEGA QUINTEROS STELLATELLI BELLAGAMBA BLOCK & MADRID","2018","Liolaemidae, Iguania"
"Liolaemus","acostai","ABDALA & JUAREZ-HEREDIA","2013","Liolaemidae, Iguania"
"Liolaemus","albiceps","LOBO & LAURENT","1995","Liolaemidae, Iguania"
"Liolaemus","alticolor","BARBOUR","1909","Liolaemidae, Iguania"
"Liolaemus","andinus","KOSLOWSKY","1895","Liolaemidae, Iguania"
"Liolaemus","annectens","BOULENGER","1901","Liolaemidae, Iguania"
"Liolaemus","anomalus","KOSLOWSKY","1896","Liolaemidae, Iguania"
"Liolaemus","anqapuka","HUAMANI-VALDERRAMA QUIROZ GUTIERREZ AGUILAR-KIRIGIN CHAPARRO & ABDALA","2020","Liolaemidae, Iguania"
"Liolaemus","antonietae","TRONCOSO-PALACIOS ESQUERRE URRA DIAZ CASTRO-PASTENE & RUIZ","2018","Liolaemidae, Iguania"
"Liolaemus","antumalguen","AVILA MORANDO PEREZ & SITES","2010","Liolaemidae, Iguania"
"Liolaemus","aparicioi","OCAMPO AGUILAR-KIRIGIN & QUINTEROS","2012","Liolaemidae, Iguania"
"Liolaemus","arambarensis","VERRASTRO VERONESE BUJES & MARTINS DIAS FILHO","2003","Liolaemidae, Iguania"
"Liolaemus","araucaniensis","MULLER & HELLMICH","1932","Liolaemidae, Iguania"
"Liolaemus","archeforus","DONOSO-BARROS & CEI","1971","Liolaemidae, Iguania"
"Liolaemus","atacamensis","MULLER & HELLMICH","1933","Liolaemidae, Iguania"
"Liolaemus","attenboroughi","SANCHEZ MORANDO & AVILA","2023","Liolaemidae, Iguania"
"Liolaemus","audituvelatus","NUNEZ & YANEZ","1983","Liolaemidae, Iguania"
"Liolaemus","aureum","DIAZ-VEGA MALDONADO & DEMANGEL","2018","Liolaemidae, Iguania"
"Liolaemus","austromendocinus","CEI","1974","Liolaemidae, Iguania"
"Liolaemus","avilai","BREITMAN PARRA PEREZ & SITES","2011","Liolaemidae, Iguania"
"Liolaemus","azarai","AVILA","2003","Liolaemidae, Iguania"
"Liolaemus","baguali","CEI & SCOLARO","1983","Liolaemidae, Iguania"
"Liolaemus","balagueri","VILLEGAS-PAREDES HUAMANI-VALDERRAMA LUQUE-FERNANDEZ GUTIERREZ QUIROZ & ABDALA","2020","Liolaemidae, Iguania"
"Liolaemus","balerion","QUINTEROS RUIZ-MONACHESI & ABDALA","2019","Liolaemidae, Iguania"
"Liolaemus","basadrei","VALLADARES-FAUNDEZ LEON CHIPANA NAVARRO GUZMAN IGNACIO-APAZA MUSAJA LANGSTROTH AGUILAR-KIRIGIN GUTIERREZ & ABDALA","2021","Liolaemidae, Iguania"
"Liolaemus","bellii","GRAY","1845","Liolaemidae, Iguania"
"Liolaemus","bibronii","BELL","1843","Liolaemidae, Iguania"
"Liolaemus","bitaeniatus","LAURENT","1984","Liolaemidae, Iguania"
"Liolaemus","boulengeri","KOSLOWSKY","1898","Liolaemidae, Iguania"
"Liolaemus","brizuelai","FERNANDEZ ABDALA RUIZ-MONACHESI SEMHAN & QUINTEROS","2021","Liolaemidae, Iguania"
"Liolaemus","buergeri","WERNER","1907","Liolaemidae, Iguania"
"Liolaemus","burmeisteri","AVILA PEREZ MEDINA SITES & MORANDO","2012","Liolaemidae, Iguania"
"Liolaemus","calchaqui","LOBO & KRETZSCHMAR","1996","Liolaemidae, Iguania"
"Liolaemus","calliston","AVILA FULVIO-PEREZ MINOLI MEDINA SITES & MORANDO","2017","Liolaemidae, Iguania"
"Liolaemus","campanae","HELLMICH","1950","Liolaemidae, Iguania"
"Liolaemus","canqueli","CEI","1975","Liolaemidae, Iguania"
"Liolaemus","caparensis","BREITMAN PEREZ PARRA MORANDO SITES & AVILA","2011","Liolaemidae, Iguania"
"Liolaemus","capillitas","HULSE","1979","Liolaemidae, Iguania"
"Liolaemus","carezzae","CAMPOS-SOTO RODRIGUEZ-VALENZUELA BRUNA DIAZ-CAMPUSANO CIANFERONI BORIC-BARGETTO & TORRES-PEREZ","2023","Liolaemidae, Iguania"
"Liolaemus","carlosgarini","ESQUERRE NUNEZ & SCOLARO","2013","Liolaemidae, Iguania"
"Liolaemus","casamiquelai","AVILA PEREZ MORANDO & SITES","2010","Liolaemidae, Iguania"
"Liolaemus","cazianiae","LOBO SLODKI & VALDECANTOS","2010","Liolaemidae, Iguania"
"Liolaemus","chacabucoense","NUNEZ & SCOLARO","2009","Liolaemidae, Iguania"
"Liolaemus","chacoensis","SHREVE","1948","Liolaemidae, Iguania"
"Liolaemus","chaltin","LOBO & ESPINOZA","2004","Liolaemidae, Iguania"
"Liolaemus","chavin","AGUILAR WOOD CUSI GUZMAN HUARI LUNDBERG MORTENSEN RAMIREZ ROBLES SUAREZ TICONA VARGAS VENEGAS & SITES","2013","Liolaemidae, Iguania"
"Liolaemus","chehuachekenk","AVILA MORANDO & SITES","2008","Liolaemidae, Iguania"
"Liolaemus","chiliensis","LESSON","1830","Liolaemidae, Iguania"
"Liolaemus","chillanensis","MULLER & HELLMICH","1932","Liolaemidae, Iguania"
"Liolaemus","chiribaya","AGUILAR-PUNTRIANO RAMIREZ CASTILLO MENDOZA VARGAS & SITES JR","2019","Liolaemidae, Iguania"
"Liolaemus","chlorostictus","LAURENT","1993","Liolaemidae, Iguania"
"Liolaemus","chungara","QUINTEROS VALLADARES SEMHAM ACOSTA BARRIONUEVO & ABDALA","2014","Liolaemidae, Iguania"
"Liolaemus","cinereus","MONGUILLOT CABRERA ACOSTA & VILLAVICENCIO","2006","Liolaemidae, Iguania"
"Liolaemus","coeruleus","CEI & ORTIZ-ZAPATA","1983","Liolaemidae, Iguania"
"Liolaemus","confusus","NUNEZ & PINCHEIRA-DONOSO","2006","Liolaemidae, Iguania"
"Liolaemus","constanzae","DONOSO-BARROS","1961","Liolaemidae, Iguania"
"Liolaemus","crandalli","AVILA MEDINA PEREZ SITES & MORANDO","2015","Liolaemidae, Iguania"
"Liolaemus","cranwelli","DONOSO-BARROS","1973","Liolaemidae, Iguania"
"Liolaemus","crepuscularis","ABDALA & DIAZ-GOMEZ","2006","Liolaemidae, Iguania"
"Liolaemus","cristiani","NAVARRO NUNEZ & LOYOLA","1991","Liolaemidae, Iguania"
"Liolaemus","curicensis","MULLER & HELLMICH","1938","Liolaemidae, Iguania"
"Liolaemus","curis","NUNEZ & LABRA","1985","Liolaemidae, Iguania"
"Liolaemus","cuyanus","CEI & SCOLARO","1980","Liolaemidae, Iguania"
"Liolaemus","cuyumhue","AVILA MORANDO PEREZ & SITES","2009","Liolaemidae, Iguania"
"Liolaemus","cyaneinotatus","MARTINEZ AVILA PEREZ PEREZ SITES & MORANDO","2011","Liolaemidae, Iguania"
"Liolaemus","cyanogaster","DUMERIL & BIBRON","1837","Liolaemidae, Iguania"
"Liolaemus","darwinii","BELL","1843","Liolaemidae, Iguania"
"Liolaemus","diaguita","ABDALA QUINTEROS ARIAS PORTELLI & PALAVECINO","2011","Liolaemidae, Iguania"
"Liolaemus","dicktracyi","ESPINOZA & LOBO","2003","Liolaemidae, Iguania"
"Liolaemus","disjunctus","LAURENT","1990","Liolaemidae, Iguania"
"Liolaemus","ditadai","CEI","1983","Liolaemidae, Iguania"
"Liolaemus","donosobarrosi","CEI","1974","Liolaemidae, Iguania"
"Liolaemus","dorbignyi","KOSLOWSKY","1898","Liolaemidae, Iguania"
"Liolaemus","duellmani","CEI","1978","Liolaemidae, Iguania"
"Liolaemus","dumerili","ABDALA SEMHAN MORENO AZOCAR BONINO PAZ & CRUZ","2012","Liolaemidae, Iguania"
"Liolaemus","eleodori","CEI ETHERIDGE & VIDELA","1985","Liolaemidae, Iguania"
"Liolaemus","elongatus","KOSLOWSKY","1896","Liolaemidae, Iguania"
"Liolaemus","erguetae","LAURENT","1995","Liolaemidae, Iguania"
"Liolaemus","erroneus","NUNEZ & YANEZ","1983","Liolaemidae, Iguania"
"Liolaemus","espinozai","ABDALA","2005","Liolaemidae, Iguania"
"Liolaemus","etheridgei","LAURENT","1998","Liolaemidae, Iguania"
"Liolaemus","evaristoi","GUTIERREZ CHAPARRO VASQUEZ QUIROZ AGUILAR-KIRGIN & ABDALA","2018","Liolaemidae, Iguania"
"Liolaemus","exploratorum","CEI & WILLIAMS","1984","Liolaemidae, Iguania"
"Liolaemus","fabiani","YANEZ & NUNEZ","1983","Liolaemidae, Iguania"
"Liolaemus","famatinae","CEI","1980","Liolaemidae, Iguania"
"Liolaemus","fittkaui","LAURENT","1986","Liolaemidae, Iguania"
"Liolaemus","fitzgeraldi","BOULENGER","1899","Liolaemidae, Iguania"
"Liolaemus","fitzingerii","DUMERIL & BIBRON","1837","Liolaemidae, Iguania"
"Liolaemus","flavipiceus","CEI & VIDELA","2003","Liolaemidae, Iguania"
"Liolaemus","forsteri","LAURENT","1982","Liolaemidae, Iguania"
"Liolaemus","foxi","NUNEZ NAVARRO & VELOSO","2000","Liolaemidae, Iguania"
"Liolaemus","frassinettii","NUNEZ","2007","Liolaemidae, Iguania"
"Liolaemus","fuscus","BOULENGER","1885","Liolaemidae, Iguania"
"Liolaemus","galactostictos","AVILA VRDOLJAK MEDINA MASSINI FULVIO-PEREZ SITES & MORANDO","2021","Liolaemidae, Iguania"
"Liolaemus","gallardoi","CEI & SCOLARO","1982","Liolaemidae, Iguania"
"Liolaemus","gardeli","VERRASTRO MANEYRO DA SILVA & FARIAS","2017","Liolaemidae, Iguania"
"Liolaemus","goetschi","MULLER & HELLMICH","1938","Liolaemidae, Iguania"
"Liolaemus","gracielae","ABDALA ACOSTA CABRERA VILLAVICENCIO & MARINERO","2009","Liolaemidae, Iguania"
"Liolaemus","gracilis","BELL","1843","Liolaemidae, Iguania"
"Liolaemus","gravenhorstii","GRAY","1845","Liolaemidae, Iguania"
"Liolaemus","griseus","LAURENT","1984","Liolaemidae, Iguania"
"Liolaemus","grosseorum","ETHERIDGE","2001","Liolaemidae, Iguania"
"Liolaemus","gununakuna","AVILA MORANDO PEREZ & SITES","2004","Liolaemidae, Iguania"
"Liolaemus","hajeki","NUNEZ PINCHEIRA-DONOSO & GARIN","2004","Liolaemidae, Iguania"
"Liolaemus","halonastes","LOBO SLODKI & VALDECANTOS","2010","Liolaemidae, Iguania"
"Liolaemus","hatcheri","STEJNEGER","1909","Liolaemidae, Iguania"
"Liolaemus","hauthali","ABDALA DIAZ-GOMEZ & LANGSTROTH","2021","Liolaemidae, Iguania"
"Liolaemus","heliodermis","ESPINOZA LOBO & CRUZ","2000","Liolaemidae, Iguania"
"Liolaemus","hellmichi","DONOSO-BARROS","1975","Liolaemidae, Iguania"
"Liolaemus","hermannunezi","PINCHEIRA-DONOSO SCOLARO & SCHULTE","2007","Liolaemidae, Iguania"
"Liolaemus","huacahuasicus","LAURENT","1985","Liolaemidae, Iguania"
"Liolaemus","huayra","ABDALA QUINTEROS & ESPINOZA","2008","Liolaemidae, Iguania"
"Liolaemus","hugoi","BULACIOS-ARROYO SEMHAN PAZ CHAFRAT & ABDALA","2021","Liolaemidae, Iguania"
"Liolaemus","igneus","DEMANGEL","2016","Liolaemidae, Iguania"
"Liolaemus","inacayali","ABDALA","2003","Liolaemidae, Iguania"
"Liolaemus","incaicus","LOBO QUINTEROS & GOMEZ","2007","Liolaemidae, Iguania"
"Liolaemus","insolitus","CEI","1982","Liolaemidae, Iguania"
"Liolaemus","inti","ABDALA QUINTEROS & ESPINOZA","2008","Liolaemidae, Iguania"
"Liolaemus","irregularis","LAURENT","1986","Liolaemidae, Iguania"
"Liolaemus","isabelae","NAVARRO & NUNEZ","1993","Liolaemidae, Iguania"
