"genus","species","authority","year","higherTaxonomy"
"Liolaemus","islugensis","ORTIZ & MARQUET","1987","Liolaemidae, Iguania"
"Liolaemus","jamesi","BOULENGER","1891","Liolaemidae, Iguania"
"Liolaemus","janequeoae","TRONCOSO-PALACIOS DIAZ PUAS & RIVEROS-RIFFO & ELORZA","2016","Liolaemidae, Iguania"
"Liolaemus","josei","ABDALA","2005","Liolaemidae, Iguania"
"Liolaemus","juanortizi","YOUNG-DOWNEY & MORENO","1992","Liolaemidae, Iguania"
"Liolaemus","kingii","BELL","1843","Liolaemidae, Iguania"
"Liolaemus","kolengh","ABDALA & LOBO","2006","Liolaemidae, Iguania"
"Liolaemus","koslowskyi","ETHERIDGE","1993","Liolaemidae, Iguania"
"Liolaemus","kriegi","MULLER & HELLMICH","1939","Liolaemidae, Iguania"
"Liolaemus","kulinko","ABDALA CHAFRAT CHAPARRO PROCHERET VALDES LANNUTTI PEREZ & QUINTEROS","2023","Liolaemidae, Iguania"
"Liolaemus","kunza","ABDALA SEMHAN & PAZ","2021","Liolaemidae, Iguania"
"Liolaemus","laurenti","ETHERIDGE","1992","Liolaemidae, Iguania"
"Liolaemus","lavillai","ABDALA & LOBO","2006","Liolaemidae, Iguania"
"Liolaemus","leftrarui","TRONCOSO-PALACIOS DIAZ PUAS & RIVEROS-RIFFO & ELORZA","2016","Liolaemidae, Iguania"
"Liolaemus","lemniscatus","GRAVENHORST","1838","Liolaemidae, Iguania"
"Liolaemus","lentus","GALLARDO","1966","Liolaemidae, Iguania"
"Liolaemus","lenzi","BOETTGER","1891","Liolaemidae, Iguania"
"Liolaemus","leopardinus","MULLER & HELLMICH","1932","Liolaemidae, Iguania"
"Liolaemus","lineomaculatus","BOULENGER","1885","Liolaemidae, Iguania"
"Liolaemus","loboi","ABDALA","2003","Liolaemidae, Iguania"
"Liolaemus","lonquimayensis","ESCOBAR-HUERTA SANTIBANEZ-TORO & ORTIZ","2015","Liolaemidae, Iguania"
"Liolaemus","lopezi","IBARRA-VIDAL","2005","Liolaemidae, Iguania"
"Liolaemus","lorenzmuelleri","HELLMICH","1950","Liolaemidae, Iguania"
"Liolaemus","lutzae","MERTENS","1938","Liolaemidae, Iguania"
"Liolaemus","magellanicus","HOMBRON & JACQUINOT","1853","Liolaemidae, Iguania"
"Liolaemus","maldonadae","NAVARRO & NUNEZ","1991","Liolaemidae, Iguania"
"Liolaemus","mapuche","ABDALA","2002","Liolaemidae, Iguania"
"Liolaemus","martorii","ABDALA","2003","Liolaemidae, Iguania"
"Liolaemus","melaniceps","PINCHEIRA-DONOSO & NUNEZ","2005","Liolaemidae, Iguania"
"Liolaemus","melanogaster","LAURENT","1998","Liolaemidae, Iguania"
"Liolaemus","melanopleurus","PHILIPPI","1860","Liolaemidae, Iguania"
"Liolaemus","melanops","BURMEISTER","1888","Liolaemidae, Iguania"
"Liolaemus","meraxes","QUINTEROS RUIZ-MONACHESI & ABDALA","2019","Liolaemidae, Iguania"
"Liolaemus","messii","RUIZ QUIPILDOR RUIZ-MONACHESI ESCALANTE VALDECANTOS & LOBO","2021","Liolaemidae, Iguania"
"Liolaemus","millcayac","ABDALA & JUAREZ-HEREDIA","2013","Liolaemidae, Iguania"
"Liolaemus","molinai","VALLADARES ETHERIDGE SCHULTE MANRIQUEZ & SPOTORNO","2002","Liolaemidae, Iguania"
"Liolaemus","montanezi","CABRERA & MONGUILLOT","2006","Liolaemidae, Iguania"
"Liolaemus","montanus","KOSLOWSKY","1898","Liolaemidae, Iguania"
"Liolaemus","monticola","MULLER & HELLMICH","1932","Liolaemidae, Iguania"
"Liolaemus","moradoensis","HELLMICH","1950","Liolaemidae, Iguania"
"Liolaemus","morandae","BREITMAN PARRA PEREZ & SITES","2011","Liolaemidae, Iguania"
"Liolaemus","morenoi","ETHERIDGE & CHRISTIE","2003","Liolaemidae, Iguania"
"Liolaemus","multicolor","KOSLOWSKY","1898","Liolaemidae, Iguania"
"Liolaemus","multiformis","COPE","1875","Liolaemidae, Iguania"
"Liolaemus","multimaculatus","DUMERIL & BIBRON","1837","Liolaemidae, Iguania"
"Liolaemus","nazca","AGUILAR-PUNTRIANO RAMIREZ CASTILLO MENDOZA VARGAS & SITES JR","2019","Liolaemidae, Iguania"
"Liolaemus","neuquensis","MULLER & HELLMICH","1939","Liolaemidae, Iguania"
"Liolaemus","nigriceps","PHILIPPI","1860","Liolaemidae, Iguania"
"Liolaemus","nigrodorsum","TRONCOSO-PALACIOS & CONTRERAS","2023","Liolaemidae, Iguania"
"Liolaemus","nigromaculatus","WIEGMANN","1834","Liolaemidae, Iguania"
"Liolaemus","nigroviridis","MULLER & HELLMICH","1932","Liolaemidae, Iguania"
"Liolaemus","nitidus","WIEGMANN","1834","Liolaemidae, Iguania"
"Liolaemus","normae","ESQUERRE RAMIREZ-ALVAREZ PAVON-VAZQUEZ TRONCOSO-PALACIOS GARIN KEOGH & LEACHE","2019","Liolaemidae, Iguania"
"Liolaemus","occipitalis","BOULENGER","1885","Liolaemidae, Iguania"
"Liolaemus","olongasta","ETHERIDGE","1993","Liolaemidae, Iguania"
"Liolaemus","omorfi","DEMANGEL SEPULVEDA JARA PINCHEIRA-DONOSO & NUNEZ","2015","Liolaemidae, Iguania"
"Liolaemus","orko","ABDALA & QUINTEROS","2008","Liolaemidae, Iguania"
"Liolaemus","ornatus","KOSLOWSKY","1898","Liolaemidae, Iguania"
"Liolaemus","ortizii","LAURENT","1982","Liolaemidae, Iguania"
"Liolaemus","pacha","JUAREZ-HEREDIA ROBLES & HALLOY","2013","Liolaemidae, Iguania"
"Liolaemus","pachacutec","AGUILAR WOOD CUSI GUZMAN HUARI LUNDBERG MORTENSEN RAMIREZ ROBLES SUAREZ TICONA VARGAS VENEGAS & SITES","2013","Liolaemidae, Iguania"
"Liolaemus","pachecoi","LAURENT","1995","Liolaemidae, Iguania"
"Liolaemus","pagaburoi","LOBO & ESPINOZA","1999","Liolaemidae, Iguania"
"Liolaemus","pantherinus","PELLEGRIN","1909","Liolaemidae, Iguania"
"Liolaemus","parthenos","ABDALA BALDO JUAREZ & ESPINOZA","2016","Liolaemidae, Iguania"
"Liolaemus","parvus","QUINTEROS ABDALA GOMEZ & SCROCCHI","2008","Liolaemidae, Iguania"
"Liolaemus","patriciaiturrae","NAVARRO & NUNEZ","1993","Liolaemidae, Iguania"
"Liolaemus","paulinae","DONOSO-BARROS","1961","Liolaemidae, Iguania"
"Liolaemus","petrophilus","DONOSO-BARROS & CEI","1971","Liolaemidae, Iguania"
"Liolaemus","pictus","DUMERIL & BIBRON","1837","Liolaemidae, Iguania"
"Liolaemus","pikunche","TRONCOSO-PALACIOS & RAMIREZ-ALVAREZ","2021","Liolaemidae, Iguania"
"Liolaemus","pipanaco","ABDALA & JUAREZ-HEREDIA","2013","Liolaemidae, Iguania"
"Liolaemus","platei","WERNER","1898","Liolaemidae, Iguania"
"Liolaemus","pleopholis","LAURENT","1998","Liolaemidae, Iguania"
"Liolaemus","poconchilensis","VALLADARES","2004","Liolaemidae, Iguania"
"Liolaemus","poecilochromus","LAURENT","1986","Liolaemidae, Iguania"
"Liolaemus","polystictus","LAURENT","1992","Liolaemidae, Iguania"
"Liolaemus","porosus","ABDALA PAZ & SEMHAN","2013","Liolaemidae, Iguania"
"Liolaemus","pseudoanomalus","CEI","1981","Liolaemidae, Iguania"
"Liolaemus","pseudolemniscatus","LAMBOROT & ORTIZ","1990","Liolaemidae, Iguania"
"Liolaemus","puelche","AVILA MORANDO PEREZ & SITES","2007","Liolaemidae, Iguania"
"Liolaemus","pulcherrimus","LAURENT","1992","Liolaemidae, Iguania"
"Liolaemus","puna","LOBO & ESPINOZA","2004","Liolaemidae, Iguania"
"Liolaemus","punmahuida","AVILA PEREZ & MORANDO","2003","Liolaemidae, Iguania"
"Liolaemus","puritamensis","NUNEZ & FOX","1989","Liolaemidae, Iguania"
"Liolaemus","purul","ABDALA SEMHAN MORENO AZOCAR BONINO PAZ & CRUZ","2012","Liolaemidae, Iguania"
"Liolaemus","pyriphlogos","QUINTEROS","2012","Liolaemidae, Iguania"
"Liolaemus","qalaywa","CHAPARRO QUIROZ MAMANI GUTIERREZ CONDORI DE LA RIVA HERRERA-JUAREZ CERDENA ARAPA & ABDALA","2020","Liolaemidae, Iguania"
"Liolaemus","quilmes","ETHERIDGE","1993","Liolaemidae, Iguania"
"Liolaemus","quinterosi","RUIZ QUIPILDOR BULACIOS-ARROYO CHAFRAT & ABDALA","2019","Liolaemidae, Iguania"
"Liolaemus","rabinoi","CEI","1974","Liolaemidae, Iguania"
"Liolaemus","ramirezae","LOBO & ESPINOZA","1999","Liolaemidae, Iguania"
"Liolaemus","reichei","WERNER","1907","Liolaemidae, Iguania"
"Liolaemus","riojanus","CEI","1979","Liolaemidae, Iguania"
"Liolaemus","robertmertensi","HELLMICH","1964","Liolaemidae, Iguania"
"Liolaemus","robertoi","PINCHEIRA-DONOSO & NUNEZ","2004","Liolaemidae, Iguania"
"Liolaemus","robustus","LAURENT","1992","Liolaemidae, Iguania"
"Liolaemus","rosenmanni","NUNEZ & NAVARRO","1992","Liolaemidae, Iguania"
"Liolaemus","rothi","KOSLOWSKY","1898","Liolaemidae, Iguania"
"Liolaemus","ruibali","DONOSO-BARROS","1961","Liolaemidae, Iguania"
"Liolaemus","sagei","ETHERIDGE & CHRISTIE","2003","Liolaemidae, Iguania"
"Liolaemus","salinicola","LAURENT","1986","Liolaemidae, Iguania"
"Liolaemus","salitrosus","ABDALA SEMHAN & PAZ","2021","Liolaemidae, Iguania"
"Liolaemus","sanjuanensis","CEI","1982","Liolaemidae, Iguania"
"Liolaemus","sarmientoi","DONOSO-BARROS","1973","Liolaemidae, Iguania"
"Liolaemus","saxatilis","AVILA CEI MARTORI & ACOSTA","1992","Liolaemidae, Iguania"
"Liolaemus","scapularis","LAURENT","1982","Liolaemidae, Iguania"
"Liolaemus","schmidti","MARX","1960","Liolaemidae, Iguania"
"Liolaemus","schroederi","MULLER & HELLMICH","1938","Liolaemidae, Iguania"
"Liolaemus","scorialis","TRONCOSO-PALACIOS DIAZ ESQUERRE & URRA","2015","Liolaemidae, Iguania"
"Liolaemus","scrocchii","QUINTEROS ABDALA & LOBO","2008","Liolaemidae, Iguania"
"Liolaemus","senguer","ABDALA","2005","Liolaemidae, Iguania"
"Liolaemus","septentrionalis","PINCHEIRA-DONOSO & NUNEZ","2005","Liolaemidae, Iguania"
"Liolaemus","shehuen","ABDALA DIAZ-GOMEZ & JUAREZ-HEREDIA","2012","Liolaemidae, Iguania"
"Liolaemus","shitan","ABDALA QUINTEROS SCROCCHI & STAZZONELLI","2010","Liolaemidae, Iguania"
"Liolaemus","signifer","DUMERIL & BIBRON","1837","Liolaemidae, Iguania"
"Liolaemus","silvai","ORTIZ","1989","Liolaemidae, Iguania"
"Liolaemus","silvanae","DONOSO-BARROS & CEI","1971","Liolaemidae, Iguania"
"Liolaemus","sitesi","AVILA OLAVE PEREZ PEREZ & MORANDO","2013","Liolaemidae, Iguania"
"Liolaemus","smaug","ABDALA QUINTEROS SCROCCHI & STAZZONELLI","2010","Liolaemidae, Iguania"
"Liolaemus","somuncurae","CEI & SCOLARO","1981","Liolaemidae, Iguania"
"Liolaemus","stolzmanni","STEINDACHNER","1891","Liolaemidae, Iguania"
"Liolaemus","tacnae","SHREVE","1941","Liolaemidae, Iguania"
"Liolaemus","tacora","DEMANGEL","2016","Liolaemidae, Iguania"
"Liolaemus","tajzara","AGUILAR-KIRIGIN","2019","Liolaemidae, Iguania"
"Liolaemus","talampaya","AVILA MORANDO PEREZ & SITES","2004","Liolaemidae, Iguania"
"Liolaemus","tandiliensis","VEGA BELLAGAMBA & LOBO","2008","Liolaemidae, Iguania"
"Liolaemus","tari","SCOLARO & CEI","1997","Liolaemidae, Iguania"
"Liolaemus","tehuelche","ABDALA","2003","Liolaemidae, Iguania"
"Liolaemus","telsen","CEI & SCOLARO","1999","Liolaemidae, Iguania"
"Liolaemus","tenuis","DUMERIL & BIBRON","1837","Liolaemidae, Iguania"
"Liolaemus","terani","ABDALA DIAZ-GOMEZ & LANGSTROTH","2021","Liolaemidae, Iguania"
"Liolaemus","thermarum","VIDELA & CEI","1996","Liolaemidae, Iguania"
"Liolaemus","thomasi","LAURENT","1998","Liolaemidae, Iguania"
"Liolaemus","tirantii","AVILA FULVIO-PEREZ MINOLI MEDINA SITES & MORANDO","2017","Liolaemidae, Iguania"
"Liolaemus","tolhuaca","DEMANGEL","2016","Liolaemidae, Iguania"
"Liolaemus","torresi","NUNEZ NAVARRO GARIN PINCHEIRA-DONOSO & MERIGGIO","2003","Liolaemidae, Iguania"
"Liolaemus","tregenzai","PINCHEIRA-DONOSO & SCOLARO","2007","Liolaemidae, Iguania"
"Liolaemus","tristis","SCOLARO & CEI","1997","Liolaemidae, Iguania"
"Liolaemus","tromen","ABDALA SEMHAN MORENO AZOCAR BONINO PAZ & CRUZ","2012","Liolaemidae, Iguania"
"Liolaemus","tulkas","QUINTEROS ABDALA GOMEZ & SCROCCHI","2008","Liolaemidae, Iguania"
"Liolaemus","ubaghsi","ESQUERRE TRONCOSO-PALACIOS GARIN & NUNEZ","2014","Liolaemidae, Iguania"
"Liolaemus","umbrifer","ESPINOZA & LOBO","2003","Liolaemidae, Iguania"
"Liolaemus","uniformis","TRONCOSO-PALACIOS ELORZA PUAS & ALFARO-PARDO","2016","Liolaemidae, Iguania"
"Liolaemus","uspallatensis","MACOLA & CASTRO","1982","Liolaemidae, Iguania"
"Liolaemus","valdesianus","HELLMICH","1950","Liolaemidae, Iguania"
"Liolaemus","vallecurensis","PEREYRA","1992","Liolaemidae, Iguania"
"Liolaemus","variegatus","LAURENT","1984","Liolaemidae, Iguania"
"Liolaemus","velosoi","ORTIZ","1987","Liolaemidae, Iguania"
"Liolaemus","vhagar","QUINTEROS RUIZ-MONACHESI & ABDALA","2019","Liolaemidae, Iguania"
"Liolaemus","victormoralesii","AGUILAR-PUNTRIANO RAMIREZ CASTILLO MENDOZA VARGAS & SITES JR","2019","Liolaemidae, Iguania"
"Liolaemus","villaricensis","MULLER & HELLMICH","1932","Liolaemidae, Iguania"
"Liolaemus","vulcanus","QUINTEROS & ABDALA","2011","Liolaemidae, Iguania"
"Liolaemus","walkeri","SHREVE","1938","Liolaemidae, Iguania"
"Liolaemus","wari","AGUILAR WOOD CUSI GUZMAN HUARI LUNDBERG MORTENSEN RAMIREZ ROBLES SUAREZ TICONA VARGAS VENEGAS & SITES","2013","Liolaemidae, Iguania"
"Liolaemus","warjantay","UBALDE-MAMANI GUTIERREZ CHAPARRO AGUILAR-KIRIGIN CERDENA HUANCA-MAMANI CARDENAS-NINASIVINCHA LAZO-RIVERA & ABDALA","2021","Liolaemidae, Iguania"
"Liolaemus","wiegmannii","DUMERIL & BIBRON","1837","Liolaemidae, Iguania"
"Liolaemus","williamsi","LAURENT","1992","Liolaemidae, Iguania"
"Liolaemus","xanthoviridis","CEI & SCOLARO","1980","Liolaemidae, Iguania"
"Liolaemus","yalguaraz","ABDALA QUINTEROS & SEMHAM","2015","Liolaemidae, Iguania"
"Liolaemus","yanalcu","MARTINEZ OLIVER & LOBO","2002","Liolaemidae, Iguania"
"Liolaemus","yarabamba","QUIROZ HUAMANI-VALDERRAMA GUTIERREZ AGUILAR-KIRIGIN CHAPARRO & ABDALA","2021","Liolaemidae, Iguania"
"Liolaemus","yatel","ABDALA PROCOPIO STELLATELLI TRAVAINI RODRIGUEZ RUIZ & MONACHESI","2014","Liolaemidae, Iguania"
"Liolaemus","yauri","ARAPA-AQUINO ABDALA HUAMANI-VALDERRAMA GUTIERREZ CERDENA QUIROZ & CHAPARRO","2021","Liolaemidae, Iguania"
"Liolaemus","zabalai","TRONCOSO-PALACIOS DIAZ ESQUERRE & URRA","2015","Liolaemidae, Iguania"
"Liolaemus","zapallarensis","MULLER & HELLMICH","1933","Liolaemidae, Iguania"
"Liolaemus","zullyae","CEI & SCOLARO","1996","Liolaemidae, Iguania"
"Liopeltis","calamaria","GUNTHER","1858","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liopeltis","frenata","GUNTHER","1858","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liopeltis","pallidonuchalis","POYARKOV NGUYEN & VOGEL","2019","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liopeltis","philippina","BOETTGER","1897","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liopeltis","rappi","GUNTHER","1860","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liopeltis","stoliczkae","SCLATER","1891","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liopeltis","tiomanica","SOM GRISMER GRISMER WOOD QUAH BROWN DIESMOS WEINELL & STUART","2020","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liopeltis","tricolor","SCHLEGEL","1837","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liophidium","apperti","DOMERGUE","1984","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liophidium","chabaudi","DOMERGUE","1984","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liophidium","maintikibo","FRANZEN JONES RASELIMANANA NAGY D'CRUZE GLAW & VENCES","2009","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liophidium","mayottensis","PETERS","1874","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liophidium","pattoni","VIEITES RATSOAVINA RANDRIANIAINA NAGY GLAW & VENCES","2010","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liophidium","rhodogaster","SCHLEGEL","1837","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liophidium","therezieni","DOMERGUE","1984","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liophidium","torquatum","BOULENGER","1888","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liophidium","trilineatum","BOULENGER","1896","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liophidium","vaillanti","MOCQUARD","1901","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liopholidophis","baderi","GLAW KUCHARZEWSKI NAGY HAWLITSCHEK & VENCES","2013","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liopholidophis","dimorphus","GLAW NAGY FRANZEN & VENCES","2007","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liopholidophis","dolicocercus","PERACCA","1892","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liopholidophis","grandidieri","MOCQUARD","1904","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liopholidophis","oligolepis","GLAW KUCHARZEWSKI NAGY HAWLITSCHEK & VENCES","2013","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liopholidophis","rhadinaea","CADLE","1996","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liopholidophis","sexlineatus","GUNTHER","1882","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liopholidophis","varius","FISCHER","1884","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Liopholis","guthega","DONNELLAN HUTCHINSON DEMPSEY & OSBORNE","2002","Scincidae, Egerniinae (Tiliquini), Scincoidea"
"Liopholis","inornata","ROSEN","1905","Scincidae, Egerniinae (Tiliquini), Scincoidea"
"Liopholis","kintorei","STIRLING & ZIETZ","1893","Scincidae, Egerniinae (Tiliquini), Scincoidea"
"Liopholis","margaretae","STORR","1968","Scincidae, Egerniinae (Tiliquini), Scincoidea"
"Liopholis","modesta","STORR","1968","Scincidae, Egerniinae (Tiliquini), Scincoidea"
"Liopholis","montana","DONNELLAN HUTCHINSON DEMPSEY & OSBORNE","2002","Scincidae, Egerniinae (Tiliquini), Scincoidea"
"Liopholis","multiscutata","MITCHELL & BEHRNDT","1949","Scincidae, Egerniinae (Tiliquini), Scincoidea"
"Liopholis","personata","STORR","1968","Scincidae, Egerniinae (Tiliquini), Scincoidea"
"Liopholis","pulchra","WERNER","1910","Scincidae, Egerniinae (Tiliquini), Scincoidea"
"Liopholis","slateri","STORR","1968","Scincidae, Egerniinae (Tiliquini), Scincoidea"
"Liopholis","striata","STERNFELD","1919","Scincidae, Egerniinae (Tiliquini), Scincoidea"
"Liopholis","whitii","LACEPEDE","1804","Scincidae, Egerniinae (Tiliquini), Scincoidea"
"Lioscincus","steindachneri","BOCAGE","1873","Scincidae, Eugongylinae (Eugongylini), Scincoidea"
"Lioscincus","vivae","SADLIER BAUER WHITAKER & SMITH","2004","Scincidae, Eugongylinae (Eugongylini), Scincoidea"
"Liotyphlops","albirostris","PETERS","1858","Anomalepididae, Typhlopoidea, Serpentes"
"Liotyphlops","anops","COPE","1899","Anomalepididae, Typhlopoidea, Serpentes"
"Liotyphlops","argaleus","DIXON & KOFRON","1984","Anomalepididae, Typhlopoidea, Serpentes"
"Liotyphlops","bondensis","GRIFFIN","1916","Anomalepididae, Typhlopoidea, Serpentes"
"Liotyphlops","caissara","CENTENO SAWAYA & GERMANO","2010","Anomalepididae, Typhlopoidea, Serpentes"
"Liotyphlops","haadi","SILVA-HAAD FRANCO & MALDONADO","2008","Anomalepididae, Typhlopoidea, Serpentes"
"Liotyphlops","palauophis","MARRA-SANTOS","2023","Anomalepididae, Typhlopoidea, Serpentes"
"Liotyphlops","schubarti","VANZOLINI","1948","Anomalepididae, Typhlopoidea, Serpentes"
"Liotyphlops","taylori","MARRA-SANTOS & REIS","2018","Anomalepididae, Typhlopoidea, Serpentes"
"Liotyphlops","ternetzii","BOULENGER","1896","Anomalepididae, Typhlopoidea, Serpentes"
"Liotyphlops","trefauti","FREIRE CARAMASCHI & SUZART ARGOLO","2007","Anomalepididae, Typhlopoidea, Serpentes"
"Liotyphlops","wilderi","GARMAN","1883","Anomalepididae, Typhlopoidea, Serpentes"
"Lipinia","auriculata","TAYLOR","1917","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lipinia","cheesmanae","PARKER","1940","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lipinia","inconspicua","MULLER","1894","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lipinia","inexpectata","DAS & AUSTIN","2007","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lipinia","infralineolata","GUNTHER","1873","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lipinia","leptosoma","BROWN & FEHLMANN","1958","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lipinia","longiceps","BOULENGER","1895","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lipinia","macrotympanum","STOLICZKA","1873","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lipinia","miangensis","WERNER","1910","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lipinia","microcerca","BOETTGER","1901","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lipinia","nitens","PETERS","1871","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lipinia","occidentalis","GUNTHER","2000","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lipinia","pulchella","GRAY","1845","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lipinia","quadrivittata","PETERS","1867","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lipinia","rabori","BROWN & ALCALA","1956","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lipinia","relicta","VINCIGUERRA","1892","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lipinia","rouxi","HEDIGER","1934","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lipinia","sekayuensis","GRISMER ISMAIL AWANG RIZAL & AHMAD","2014","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lipinia","semperi","PETERS","1867","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lipinia","septentrionalis","GUNTHER","2000","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
"Lipinia","subvittata","GUNTHER","1873","Scincidae, Sphenomorphinae (Sphenomorphini), Scincoidea"
